
=== LR(1) Transition Table (1802 entries) ===
  State 367 --( LoopStat )--> State 271
  State 367 --( While )--> State 272
  State 367 --( For )--> State 273
  State 367 --( Declaration )--> State 32
  State 367 --( ProcDeclaration )--> State 274
  State 367 --( Assignment )--> State 34
  State 367 --( Jump )--> State 275
  State 367 --( Identifier )--> State 36
  State 367 --( Relation )--> State 37
  State 367 --( LogAnd )--> State 38
  State 367 --( Negative )--> State 39
  State 368 --( if )--> State 262
  State 368 --( { )--> State 360
  State 368 --( Block )--> State 377
  State 368 --( CondStat )--> State 378
  State 369 --( Expr )--> State 1
  State 369 --( Eval )--> State 2
  State 369 --( Term )--> State 3
  State 369 --( Factor )--> State 4
  State 369 --( - )--> State 5
  State 369 --( ( )--> State 6
  State 369 --( integer )--> State 7
  State 369 --( floating )--> State 8
  State 369 --( name )--> State 9
  State 369 --( litstring )--> State 10
  State 369 --( true )--> State 11
  State 369 --( false )--> State 12
  State 369 --( Access )--> State 13
  State 369 --( AccessBase )--> State 14
  State 369 --( if )--> State 262
  State 369 --( while )--> State 263
  State 369 --( for )--> State 264
  State 369 --( init )--> State 18
  State 369 --( proc )--> State 265
  State 369 --( return )--> State 20
  State 369 --( } )--> State 379
  State 369 --( break )--> State 21
  State 369 --( continue )--> State 22
  State 369 --( UnitStat )--> State 300
  State 369 --( ControlStat )--> State 268
  State 369 --( Stat )--> State 269
  State 369 --( CondStat )--> State 270
  State 369 --( LoopStat )--> State 271
  State 369 --( While )--> State 272
  State 369 --( For )--> State 273
  State 369 --( Declaration )--> State 32
  State 369 --( ProcDeclaration )--> State 274
  State 369 --( Assignment )--> State 34
  State 369 --( Jump )--> State 275
  State 369 --( Identifier )--> State 36
  State 369 --( Relation )--> State 37
  State 369 --( LogAnd )--> State 38
  State 369 --( Negative )--> State 39
  State 370 --( Expr )--> State 306
  State 370 --( Eval )--> State 52
  State 370 --( Term )--> State 53
  State 370 --( Factor )--> State 54
  State 370 --( - )--> State 55
  State 370 --( ( )--> State 307
  State 370 --( integer )--> State 57
  State 370 --( floating )--> State 58
  State 370 --( name )--> State 308
  State 370 --( litstring )--> State 60
  State 370 --( true )--> State 61
  State 370 --( false )--> State 62
  State 370 --( Access )--> State 309
  State 370 --( AccessBase )--> State 310
  State 370 --( init )--> State 311
  State 370 --( Stat )--> State 380
  State 370 --( Declaration )--> State 313
  State 370 --( Assignment )--> State 314
  State 370 --( Identifier )--> State 315
  State 370 --( Relation )--> State 66
  State 370 --( LogAnd )--> State 67
  State 370 --( Negative )--> State 68
  State 371 --( int )--> State 318
  State 371 --( bool )--> State 319
  State 371 --( float )--> State 320
  State 371 --( string )--> State 321
  State 371 --( void )--> State 322
  State 371 --( VarType )--> State 381
  State 371 --( Primitive )--> State 324
  State 372 --( || )--> State 106
  State 373 --( int )--> State 279
  State 373 --( bool )--> State 280
  State 373 --( float )--> State 281
  State 373 --( string )--> State 282
  State 373 --( void )--> State 283
  State 373 --( Primitive )--> State 382
  State 373 --( ArrInst )--> State 383
  State 380 --( ) )--> State 384
  State 381 --( [ )--> State 340
  State 381 --( { )--> State 360
  State 381 --( Block )--> State 385
  State 382 --( [ )--> State 386
  State 383 --( [ )--> State 387
  State 384 --( { )--> State 360
  State 384 --( Block )--> State 388
  State 386 --( integer )--> State 337
  State 386 --( ArrSize )--> State 389
  State 387 --( integer )--> State 337
  State 387 --( ArrSize )--> State 390
  State 389 --( ] )--> State 391
  State 390 --( ] )--> State 392
============================================
